epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,699.385,1.82879,1.32114,1.07708,0.89645,0.65753,0.70985,0.35141,1.72558,1.27164,1.08768,0.00157925,0.00157925,0.00157925
172,702.818,1.60062,1.31843,1.05036,0.88344,0.65753,0.69171,0.31753,1.8953,1.33755,1.1432,0.00157678,0.00157678,0.00157678
173,706.42,1.83768,1.50404,1.14942,0.86439,0.64384,0.69497,0.30767,2.04014,1.3113,1.20314,0.0015743,0.0015743,0.0015743
174,710.231,1.76197,1.24941,1.05665,0.81062,0.61644,0.66453,0.32849,1.93557,1.52328,1.17711,0.00157182,0.00157182,0.00157182
175,713.782,1.62332,1.19978,1.0659,0.81062,0.61644,0.66453,0.32849,1.93557,1.52328,1.17711,0.00156935,0.00156935,0.00156935
176,717.425,1.87248,1.46213,1.15152,0.84925,0.63014,0.6924,0.3503,1.83027,1.34088,1.13233,0.00156688,0.00156688,0.00156688
177,721.248,1.63145,1.15967,1.08502,0.95825,0.62886,0.70725,0.36143,1.80513,1.22878,1.11988,0.0015644,0.0015644,0.0015644
178,724.715,1.64901,1.22501,1.08602,0.89106,0.63014,0.71141,0.36022,1.77069,1.26362,1.10678,0.00156193,0.00156193,0.00156193
179,728.264,1.57319,1.35439,1.18742,0.94024,0.64666,0.72146,0.38318,1.76586,1.20385,1.11018,0.00155945,0.00155945,0.00155945
180,731.867,1.69776,1.11328,1.06876,0.94024,0.64666,0.72146,0.38318,1.76586,1.20385,1.11018,0.00155697,0.00155697,0.00155697
181,735.427,1.70737,1.30685,1.05844,0.90053,0.68493,0.72561,0.3988,1.64192,1.1664,1.07135,0.0015545,0.0015545,0.0015545
182,738.925,1.69647,1.28695,1.12161,0.92679,0.69372,0.72798,0.41653,1.58443,1.1559,1.05436,0.00155203,0.00155203,0.00155203
183,744.129,1.60695,1.13532,1.07659,0.88229,0.69863,0.73827,0.41261,1.56161,1.14387,1.04619,0.00154955,0.00154955,0.00154955
184,747.661,1.74987,1.09709,1.07844,0.93901,0.63272,0.71531,0.37812,1.67894,1.26737,1.06895,0.00154707,0.00154707,0.00154707
