epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,182.012,2.33317,2.19819,1.29081,0.82054,0.41096,0.53296,0.24364,2.18671,1.77819,1.25585,0.0078418,0.0078418,0.0078418
112,183.203,2.34496,2.19035,1.27381,0.57902,0.4522,0.50087,0.20665,2.24198,2.08648,1.27421,0.007822,0.007822,0.007822
113,184.383,1.99461,2.22173,1.0719,0.61859,0.49315,0.52849,0.25265,2.13228,1.81804,1.23968,0.0078022,0.0078022,0.0078022
114,185.665,2.4147,2.20249,1.22425,0.77584,0.47419,0.53709,0.2597,2.23225,1.98463,1.25072,0.0077824,0.0077824,0.0077824
115,186.984,2.32479,2.09387,1.29601,0.7947,0.47945,0.55236,0.26177,2.21542,1.84431,1.24203,0.0077626,0.0077626,0.0077626
116,188.285,2.50387,2.11999,1.27418,0.67108,0.49315,0.51061,0.25506,2.11182,1.87528,1.22593,0.0077428,0.0077428,0.0077428
117,189.458,2.41353,2.28079,1.30192,0.6371,0.50685,0.53605,0.26726,2.11172,1.88464,1.2262,0.007723,0.007723,0.007723
118,190.818,2.27025,2.1798,1.25378,0.6371,0.50685,0.53605,0.26726,2.11172,1.88464,1.2262,0.0077032,0.0077032,0.0077032
119,192.156,2.20654,1.75333,1.26761,0.76237,0.52055,0.55792,0.28378,2.05519,1.75933,1.19182,0.0076834,0.0076834,0.0076834
120,193.491,2.1991,1.86136,1.21082,0.77759,0.54795,0.5992,0.30433,1.96276,1.63765,1.16082,0.0076636,0.0076636,0.0076636
121,194.818,2.11951,1.78221,1.18054,0.75866,0.53425,0.55346,0.30008,1.89922,1.85831,1.17783,0.0076438,0.0076438,0.0076438
122,196.011,2.15815,1.92169,1.19753,0.84355,0.52055,0.58534,0.3195,1.89756,1.66904,1.16353,0.007624,0.007624,0.007624
123,197.336,2.2941,1.86084,1.20644,0.80681,0.53425,0.59197,0.25027,2.15888,1.80152,1.24197,0.0076042,0.0076042,0.0076042
124,198.595,2.12365,1.67948,1.22018,0.90565,0.54795,0.60205,0.33409,1.85027,1.47098,1.11533,0.0075844,0.0075844,0.0075844
125,199.948,2.23736,1.84361,1.17057,0.73986,0.54548,0.59414,0.25138,2.14512,1.68251,1.19687,0.0075646,0.0075646,0.0075646
126,201.152,2.34521,1.74372,1.19213,0.73986,0.54548,0.59414,0.25138,2.14512,1.68251,1.19687,0.0075448,0.0075448,0.0075448
127,202.368,2.59782,2.20927,1.42134,0.86736,0.5375,0.60967,0.32583,1.92594,1.66245,1.12189,0.007525,0.007525,0.007525
128,203.553,2.40359,1.8483,1.17645,0.68956,0.5477,0.56824,0.2794,1.98372,1.69338,1.15672,0.0075052,0.0075052,0.0075052
129,204.794,2.1636,1.76842,1.18391,0.77005,0.55052,0.60157,0.31091,1.92707,1.56869,1.12608,0.0074854,0.0074854,0.0074854
130,206.125,2.20004,1.77427,1.168,0.84843,0.58904,0.62662,0.35614,1.83685,1.61002,1.11328,0.0074656,0.0074656,0.0074656
131,207.415,2.18573,1.77815,1.14019,0.67928,0.61644,0.60633,0.29306,2.00647,1.59974,1.13414,0.0074458,0.0074458,0.0074458
